加工顺序,xi_um,median_depth_um
94,-3.213127556,2.715118031
94,-2.900170374,3.483862388
94,-2.587213191,4.302837382
94,-2.274256008,5.075574162
94,-1.961298825,5.927814309
94,-1.648341642,6.72075199
94,-1.335384459,7.312913311
94,-1.022427276,7.837354832
94,-0.7094700927,8.219481243
94,-0.3965129097,8.238808196
94,-0.08355572674,8.074301585
94,0.2294014562,8.039627536
94,0.5423586392,7.52864732
94,0.8553158222,7.215641634
94,1.168273005,6.739332226
94,1.481230188,6.047025189
94,1.794187371,5.429249187
94,2.107144554,4.834372835
94,2.420101737,4.264401128
94,2.73305892,3.66761903
94,3.046016103,2.896187916
94,3.358973286,2.340415299
94,3.671930469,1.823192626
94,3.984887652,1.277235997
94,4.297844835,0.7794817758
94,4.610802018,0.3153558302
94,4.923759201,0.1827902594
94,5.236716384,0.1354511442
94,5.549673567,0.1032473401
94,5.86263075,0.1029133636
94,6.175587933,0.1128029887
94,6.488545116,0.1145832172
94,6.801502299,0.07911201355
94,7.114459482,0.0914218731
94,7.427416665,0.08511058835
94,7.740373848,0.08451532714
94,8.053331031,0.06716526603
94,8.366288214,0.04837093087
94,8.679245397,0.05470872403
94,8.99220258,0.05470872403
94,9.305159762,0.05470872403
95,-11.52392591,0.05982341503
95,-11.19748952,0.05982341503
95,-10.87105314,0.05982341503
95,-10.54461675,0.05874559127
95,-10.21818036,0.04569846968
95,-9.891743974,0.05777011637
95,-9.565307587,0.04569846968
95,-9.238871199,0.04661521804
95,-8.912434812,0.05246039462
95,-8.585998424,0.0490113647
95,-8.259562037,0.06468049757
95,-7.933125649,0.08088877336
95,-7.606689262,0.06046122901
95,-7.280252874,0.03877802816
95,-6.953816487,0.06957223722
95,-6.627380099,0.05160925348
95,-6.300943712,0.07189392088
95,-5.974507324,0.05984534047
95,-5.648070937,0.08428513738
95,-5.321634549,0.06550248122
95,-4.995198162,0.04728697338
95,-4.668761774,0.05619312635
95,-4.342325387,0.08373817465
95,-4.015889,0.1013395142
95,-3.689452612,0.1606614721
95,-3.363016225,0.3093920524
95,-3.036579837,0.4946305098
95,-2.71014345,0.8504422328
95,-2.383707062,1.141497022
95,-2.057270675,1.408008769
95,-1.730834287,1.761990138
95,-1.4043979,1.99328355
95,-1.077961512,2.262174287
95,-0.7515251247,2.433112203
95,-0.4250887372,2.560617507
95,-0.09865234969,2.598788816
95,0.2277840378,2.575892094
95,0.5542204253,2.512371629
95,0.8806568128,2.397868318
95,1.2070932,2.185845227
95,1.533529588,1.920511037
95,1.859965975,1.629408518
95,2.186402363,1.286825172
95,2.51283875,0.9721452427
95,2.839275138,0.5777187878
95,3.165711525,0.3443475308
95,3.492147913,0.1334625499
95,3.8185843,0.07284644914
95,4.145020688,0.08767544234
95,4.471457075,0.1003263349
95,4.797893463,0.07285740913
95,5.12432985,0.06671430614
95,5.450766238,0.07439185564
95,5.777202625,0.05128809492
95,6.103639013,0.07197908281
95,6.4300754,0.07842720373
95,6.756511787,0.06250599757
95,7.082948175,0.05518667564
95,7.409384562,0.07163182553
95,7.73582095,0.04624941952
95,8.062257337,0.05426820449
95,8.388693725,0.0576279555
95,8.715130112,0.0576279555
95,9.0415665,0.0576279555
101,-11.71904419,0.01447995044
101,-11.40018447,0.01447995044
101,-11.08132475,0.01447995044
101,-10.76246504,0.01517386913
101,-10.44360532,0.01447995044
