dataset_index,session_id,measurement_id,sample_id,shared_height_source_id,roi_within_measurement,session_role,design_group,processing_order,x_position_um,y_position_um,compressor_steps,pulse_duration_fs,pulse_duration_calibration_id,pulse_duration_calibration_version,frequency_kHz,hatch_spacing_um,pass_count,velocity_mm_s,valid_fraction,repair_fraction,median_depth_um,residual_Sq_um,plane_rmse_um,plane_status,measured_power_W,nominal_software_power_W,power_measurement_source,power_measurement_version,constant_power_assumption,pulse_energy_proxy_uJ,scan_spacing_um,areal_pulse_density_per_mm2,areal_dose_proxy_J_per_mm2,quad_key,base_condition_group,cv_process_group,phase1_global_loco_rank,phase1_global_loco_angle_deg,D,A_med,ilr_z1,ilr_z2,ilr_z3,ilr_z4,A2_8_16,entropy_8_16,A2_16_32,entropy_16_32
125,zro2_20_supplement,3,6,zro2_20_supplement:m003,slot_2,pass_supplement,S05,6,-4100.0,-10500.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,6.0,6,25,1.0,0.000546875,52.2079,0.5863,0.3290134929697962,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.625,1600000.0,213.332,1000:40:6:25,T08,BASE:T08,25,0.3844151958514678,52.207937240600586,0.5863284580064075,0.4681850826390861,-0.1259386369398779,-0.1716115705788582,-1.8105091577522692,0.1741597188091665,0.8810738699272205,0.2854852822518269,0.7529816146824879
126,zro2_20_supplement,4,7,zro2_20_supplement:m004,slot_1,pass_supplement,S02,7,-4100.0,-11000.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,4.0,5,25,1.0,0.003828125,49.354,0.9146,0.3901249490530792,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,1.25,1000000.0,266.665,223:20:4:25,T02,BASE:T02,36,0.155829972695355,49.35401725769043,0.9145511666527417,-1.3742038515901422,0.1514234499286074,-1.7112098021446192,-1.4471107808324488,0.2904552971923126,0.89885340511558,0.3308238486437231,0.7208151587946637
127,zro2_20_supplement,4,8,zro2_20_supplement:m004,slot_2,pass_supplement,S02,8,-4100.0,-11500.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,4.0,6,25,1.0,0.0,52.27,0.7817,0.3901249490530792,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,1.25,1200000.0,319.99800000000005,223:20:4:25,T02,BASE:T02,36,0.155829972695355,52.26996612548828,0.7816636949329008,-2.025927085365021,-0.1067382582778436,-2.0068233296539386,-1.7069277741766251,0.1196926504646908,0.9374152204160614,0.1112679833588609,0.7990701954308441
128,zro2_20_supplement,5,9,zro2_20_supplement:m005,slot_1,pass_supplement,S03,9,-4100.0,-12000.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,6.0,5,15,1.0,0.0001953125,40.7252,0.8845,0.3276729412678661,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,1111111.111111111,296.2944444444444,500:20:6:15,T06,BASE:T06,31,0.2426105574970191,40.72523307800293,0.8844601513450345,-0.2025729204927113,0.1414158584405125,-1.217483826762214,-2.0357849065883613,0.2058224448213799,0.9260806406075238,0.3722697502356479,0.6569285510073395
129,zro2_20_supplement,5,10,zro2_20_supplement:m005,slot_2,pass_supplement,S03,10,-4100.0,-12500.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,6.0,6,15,1.0,0.0002734375,42.3187,0.9099,0.3276729412678661,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,1333333.3333333333,355.55333333333334,500:20:6:15,T06,BASE:T06,31,0.2426105574970191,42.31871223449707,0.9098665806604722,-1.0128112783121193,-0.3237879326389415,-1.3142520516668177,-2.0105111475976174,0.0450910464786722,0.9378196524209698,0.1196772825517074,0.7408114517736816
130,zro2_20_supplement,6,11,zro2_20_supplement:m006,slot_1,pass_supplement,S08,11,-4100.0,-13000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,8.0,5,10,1.0,0.0,9.9757,0.4954,0.3458211702053543,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,2.0,312500.0,333.33125,4000:5:8:10,T13,BASE:T13,77,0.0377861210111794,9.975673198699951,0.49542326311262375,0.3553857481832447,-0.1934901388372158,0.025253286401164,-1.627709417518276,0.4419164485789251,0.7711020866117768,0.6874006390333134,0.5038450492863589
131,zro2_20_supplement,6,12,zro2_20_supplement:m006,slot_2,pass_supplement,S08,12,-4100.0,-13500.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,8.0,6,10,1.0,0.0,11.856,0.5506,0.3458211702053543,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,2.0,375000.0,399.99750000000006,4000:5:8:10,T13,BASE:T13,77,0.0377861210111794,11.856034755706787,0.5505953840636293,-0.4675740236083243,-0.3747253667221319,-0.8937011100974231,-0.8259007950195495,0.8248125964364159,0.468238154953834,0.7529280307464782,0.4063835368167212
132,zro2_20_supplement,7,13,zro2_20_supplement:m007,slot_1,pass_supplement,S07,13,-4100.0,-14000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,5,5,1.0,0.0,32.688,0.3301,0.3269288545985341,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,1250000.0,666.6625,2000:10:8:5,T12,BASE:T12,66,0.0638757645603337,32.68803787231445,0.3300726153537977,1.232727130860476,-0.2458171955326751,0.3263575992791173,-1.5250644327693037,0.4032794241209796,0.7889791128491267,0.470538489247813,0.6111475513264665
133,zro2_20_supplement,7,14,zro2_20_supplement:m007,slot_2,pass_supplement,S07,14,-4100.0,-14500.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,6,5,1.0,0.0,34.7831,0.3217,0.3269288545985341,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,1500000.0,799.9950000000001,2000:10:8:5,T12,BASE:T12,66,0.0638757645603337,34.78306579589844,0.32172545237031785,0.9409626869370036,-0.5541397666900933,0.7341414321818878,-0.9309694078383698,0.323810825162417,0.8357213668498005,0.456019943788055,0.6249642879060209
134,zro2_20_supplement,8,15,zro2_20_supplement:m008,slot_1,pass_supplement,S10,15,-4100.0,-15000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,2.0,5,15,1.0,0.0006640625,40.9119,0.481,0.4013066487953626,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,3333333.333333333,888.8833333333333,4000:20:2:15,T15,BASE:T15,62,0.0695502594501677,40.91189384460449,0.4809806612437035,0.6539901582468458,0.2143441042381721,0.0415670755364736,-2.0360859361354837,0.1202840571694714,0.9256549829438804,0.3068160609565248,0.7392201237894446
135,zro2_20_supplement,8,16,zro2_20_supplement:m008,slot_2,pass_supplement,S10,16,-4100.0,-15500.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,2.0,6,15,1.0,0.0,40.9057,0.3612,0.4013066487953626,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,4000000.0,1066.66,4000:20:2:15,T15,BASE:T15,62,0.0695502594501677,40.905738830566406,0.36122069238370486,-0.1952082429533842,-0.3263975298544828,-0.3856670899364486,-0.5020825654197272,0.116131356087825,0.9047735241381344,0.5321485328574609,0.6669276907427396
136,zro2_20_supplement,9,17,zro2_20_supplement:m009,slot_1,pass_supplement,S04,17,-4100.0,-16000.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,5,10,1.0,0.0,17.7978,0.6845,0.3321911887741586,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,5.0,500000.0,1333.325,1000:2:2:10,T07,BASE:T07,34,0.1716862390532369,17.797805786132812,0.6844582064485378,-0.7038068206341906,0.4252380211941015,-1.3368855980159415,-1.4645376455961272,0.0137397427233426,0.934421785090228,0.1266948000558449,0.7916855322735231
137,zro2_20_supplement,9,18,zro2_20_supplement:m009,slot_2,pass_supplement,S04,18,-4100.0,-16500.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,6,10,1.0,0.0002734375,21.2544,0.6624,0.3321911887741586,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,5.0,600000.0,1599.9900000000002,1000:2:2:10,T07,BASE:T07,34,0.1716862390532369,21.254422187805176,0.662377331186511,-1.6207079106431923,0.5399935007442697,-1.787203607251548,-1.8000266578979682,0.0111754569620902,0.930128723180822,0.4233878414614284,0.6255796703615506
138,zro2_20_supplement,10,19,zro2_20_supplement:m010,slot_1,pass_supplement,S06,19,-4100.0,-17000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,5,5,1.0,0.0,28.9433,0.6025,0.3250212962461884,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,2.5,1000000.0,2666.65,2000:2:2:5,T10,BASE:T10,73,0.0463159270030686,28.943305015563965,0.6024643051393862,0.3535980312764513,0.1680977377995088,1.1492513118229006,0.3878854626476209,0.1424116865615261,0.9291252861861126,0.1408833938883175,0.7975655460685245
139,zro2_20_supplement,10,20,zro2_20_supplement:m010,slot_2,pass_supplement,S06,20,-4100.0,-17500.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,6,5,1.0,0.0,32.6052,0.1981,0.3250212962461884,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,2.5,1200000.0,3199.9800000000005,2000:2:2:5,T10,BASE:T10,73,0.0463159270030686,32.60516548156738,0.1980566039086306,0.5221692838112402,0.4267985690410076,0.0925057827113776,-0.7120550991915953,0.0581753176629368,0.9307292946197184,0.3512396041618825,0.763764204813815
140,zro2_60_pass,1,1,zro2_60_pass:m001,slot_1,pass_main,T03,1,-1100.0,-17600.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,4.0,1,20,1.0,0.0,3.3935,0.9591,0.4511521959357226,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.5,500000.0,66.66625,223:40:4:20,T03,BASE:T03,83,0.0334396164960527,3.393480896949768,0.959109072017319,0.6878409162066531,-0.3867737094612926,1.2732868736711351,0.9323058834134388,0.2161409599196409,0.9186711438978736,0.2824926448473072,0.7994929084151247
141,zro2_60_pass,1,2,zro2_60_pass:m001,slot_2,pass_main,T03,2,-1100.0,-18000.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,4.0,2,20,1.0,0.0,35.7216,0.6944,0.4511521959357226,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.5,1000000.0,133.3325,223:40:4:20,T03,BASE:T03,83,0.0334396164960527,35.72157287597656,0.6944136245687857,-0.0839708606934258,-0.4725933192029717,-0.0222776964640953,-0.9991192370373236,0.3554970461969606,0.8244759686032876,0.0895619560713532,0.7960822163770119
142,zro2_60_pass,2,3,zro2_60_pass:m002,slot_1,pass_main,T03,3,-1100.0,-18400.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,4.0,3,20,1.0,0.0009765625,44.4284,0.9281,0.417975654580326,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.5,1500000.0,199.99875000000003,223:40:4:20,T03,BASE:T03,56,0.0774641914369005,44.428436279296875,0.9280774694272794,-0.6789136743991915,-0.480606705362266,-0.5123882558108717,-0.5522677080506408,0.5504001774406915,0.7039581650501197,0.1813070437636117,0.7480275697795803
143,zro2_60_pass,2,4,zro2_60_pass:m002,slot_2,pass_main,T03,4,-1100.0,-18800.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,4.0,4,20,1.0,0.002109375,50.9061,1.0504,0.417975654580326,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.5,2000000.0,266.665,223:40:4:20,T03,BASE:T03,56,0.0774641914369005,50.90607452392578,1.0504229163728909,-1.8661296266933656,-0.3130092631134917,-0.1357217047930937,0.0954810280208419,0.4887500345928944,0.8428423390558621,0.5918959273470865,0.7081249613498434
144,zro2_60_pass,3,5,zro2_60_pass:m003,slot_1,pass_main,T15,5,-1100.0,-19200.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,2.0,4,15,1.0,0.000546875,40.296,1.037,0.6076265225188313,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,2666666.6666666665,711.1066666666667,4000:20:2:15,T15,BASE:T15,69,0.0509990083265266,40.296024322509766,1.036980002959535,-1.3790225383956536,-0.3027621608401571,0.0231809513553202,-0.0958095822060042,0.2757511201425458,0.9229279357306308,0.1207568107991866,0.8131689421250866
145,zro2_60_pass,3,6,zro2_60_pass:m003,slot_2,pass_main,T15,6,-1100.0,-19600.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,2.0,2,15,1.0,0.000234375,30.3235,0.6497,0.6076265225188313,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,1333333.3333333333,355.55333333333334,4000:20:2:15,T15,BASE:T15,69,0.0509990083265266,30.32354736328125,0.6497389289327914,-0.7760616524833731,-0.3019965021691972,0.4328603141837531,-0.5172558769825538,0.1384471986498286,0.922783471297476,0.2223391565608846,0.7585455669803554
146,zro2_60_pass,4,7,zro2_60_pass:m004,slot_1,pass_main,T15,7,-1100.0,-20000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,2.0,3,15,1.0,0.0015625,36.1399,0.6594,0.6249142666981977,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,2000000.0,533.33,4000:20:2:15,T15,BASE:T15,42,0.1343700476466219,36.139909744262695,0.659438477701986,-0.5058448308442649,-0.0911109063822424,-0.6284446089718912,-1.1870743538149608,0.1449642119347632,0.9231359438631118,0.1990957281178117,0.7969298298945162
147,zro2_60_pass,4,8,zro2_60_pass:m004,slot_2,pass_main,T15,8,-1100.0,-20400.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,2.0,1,15,1.0,0.001875,18.3309,1.6758,0.6249142666981977,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,0.75,666666.6666666666,177.77666666666667,4000:20:2:15,T15,BASE:T15,42,0.1343700476466219,18.330870628356934,1.6758406679285174,-0.7186531806043723,-0.2928733932939545,0.2192769517417443,0.15712987533545,0.2034555409043313,0.9269865002523372,0.2178029928217016,0.7767608774088014
148,zro2_60_pass,5,9,zro2_60_pass:m005,slot_1,pass_main,T08,9,-1100.0,-20800.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,6.0,2,25,1.0,0.0,29.4464,0.7339,0.776245029986886,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.625,533333.3333333334,71.11066666666667,1000:40:6:25,T08,BASE:T08,24,0.3956517757181916,29.44637680053711,0.7338526483761812,0.1642174725294053,-1.0846568296883292,-0.0585897164249389,-0.5955602669668637,0.8280700095585045,0.4855636245332228,0.5049511416087866,0.6316129902951039
149,zro2_60_pass,5,10,zro2_60_pass:m005,slot_2,pass_main,T08,10,-1100.0,-21200.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,6.0,1,25,1.0,0.004609375,3.9601,2.6623,0.776245029986886,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.625,266666.6666666667,35.55533333333334,1000:40:6:25,T08,BASE:T08,24,0.3956517757181916,3.960146188735962,2.662279172226364,-1.1456178333389708,-0.5480851664681791,-0.5232799753761848,-0.1355020213221319,0.1094047470852526,0.8920301113985419,0.2658260121551123,0.7319999175456529
150,zro2_60_pass,6,11,zro2_60_pass:m006,slot_1,pass_main,T08,11,-1100.0,-21600.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,6.0,3,25,1.0,0.0,38.5678,0.6965,0.4050131318267661,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.625,800000.0,106.666,1000:40:6:25,T08,BASE:T08,71,0.0492894762636931,38.567806243896484,0.6965029271913271,-0.0522625629574003,-0.2525456694938448,0.0433302917742516,-1.436898733826959,0.2602332049451156,0.8955164962962591,0.4288567714497953,0.6813206369999567
151,zro2_60_pass,6,12,zro2_60_pass:m006,slot_2,pass_main,T08,12,-1100.0,-22000.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,6.0,4,25,1.0,0.00296875,44.2194,0.7665,0.4050131318267661,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.625,1066666.6666666667,142.22133333333335,1000:40:6:25,T08,BASE:T08,71,0.0492894762636931,44.21941566467285,0.7665150671202016,-1.203352751763411,-0.5620448925305433,-0.1624820293685994,-0.6339335500093093,0.092540025386341,0.9379010426946844,0.1301041403812223,0.8284154943182575
152,zro2_60_pass,7,13,zro2_60_pass:m007,slot_2,pass_main,T02,13,-1500.0,-22000.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,4.0,4,25,1.0,0.0,43.127,0.7471,0.384148031035008,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,1.25,800000.0,213.332,223:20:4:25,T02,BASE:T02,5,12.51020409468696,43.12703895568848,0.74713813784861,-1.818931228091664,-0.4809182251615883,-1.5399808450738612,-1.6601105620665606,0.1916593851968016,0.8968868497699488,0.5056102723703754,0.5784334382304275
153,zro2_60_pass,7,14,zro2_60_pass:m007,slot_1,pass_main,T02,14,-1500.0,-21600.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,4.0,1,25,1.0,0.01109375,0.0514,8.1221,0.384148031035008,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,1.25,200000.0,53.333,223:20:4:25,T02,BASE:T02,5,12.51020409468696,0.051428208127617836,8.122106487674202,-2.3978830409616974,-0.5677240117208077,-1.1882340349734624,-1.4813731738016214,0.4093289965880195,0.8461600288419651,0.2408699536975485,0.7188235927742531
154,zro2_60_pass,8,15,zro2_60_pass:m008,slot_2,pass_main,T02,15,-1500.0,-21200.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,4.0,2,25,1.0,0.0033203125,26.9237,6.446,0.3772504257249813,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,1.25,400000.0,106.666,223:20:4:25,T02,BASE:T02,3,12.951873194939845,26.92369270324707,6.446011630432332,-2.4034609864712744,-0.4000705590825106,-1.1988173439702507,-0.8655743687889441,0.7523513143574082,0.670712883086662,0.7761942105192895,0.4884548111985332
155,zro2_60_pass,8,16,zro2_60_pass:m008,slot_1,pass_main,T02,16,-1500.0,-20800.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,20,4.0,3,25,1.0,0.000625,37.0013,2.3616,0.3772504257249813,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,266.665,1.25,600000.0,159.99900000000002,223:20:4:25,T02,BASE:T02,3,12.951873194939845,37.00133514404297,2.361630752316216,-2.164413458308486,-0.3930149251358204,-0.812162746104749,-1.051520868392536,0.3496725676947528,0.9125242508369932,0.1895676437885428,0.7376657601077571
156,zro2_60_pass,9,17,zro2_60_pass:m009,slot_2,pass_main,T12,17,-1500.0,-20400.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,4,5,1.0,0.0,28.7588,0.4046,0.7329992975040549,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,1000000.0,533.33,2000:10:8:5,T12,BASE:T12,48,0.1023903667500024,28.758760452270508,0.40458100053332485,0.4217035348136134,-0.9637846254921072,-0.1828141298692643,-0.0127422767948722,0.5005700460312731,0.6888607676843875,0.4076992402178679,0.6099252812133722
157,zro2_60_pass,9,18,zro2_60_pass:m009,slot_1,pass_main,T12,18,-1500.0,-20000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,2,5,1.0,0.0,16.2982,1.1441,0.7329992975040549,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,500000.0,266.665,2000:10:8:5,T12,BASE:T12,48,0.1023903667500024,16.298232078552246,1.1441207921488272,-0.1114729525653925,-0.5841810634522199,0.2992823208716321,-0.570666276560083,0.8479548796209171,0.4699264956424556,0.862304336025616,0.2971125021484445
158,zro2_60_pass,10,19,zro2_60_pass:m010,slot_2,pass_main,T12,19,-1500.0,-19600.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,3,5,1.0,0.0,23.4702,0.3969,0.4871751784258262,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,750000.0,399.99750000000006,2000:10:8:5,T12,BASE:T12,49,0.0946123260338367,23.470155715942383,0.39692859622470794,1.918278062773774,-0.5748897410971575,1.6314766779846064,-0.7112977970838272,0.8997282243113676,0.443095790045536,0.9190227978817688,0.2025818210260714
159,zro2_60_pass,10,20,zro2_60_pass:m010,slot_1,pass_main,T12,20,-1500.0,-19200.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,1,5,1.0,0.0,8.4816,0.8281,0.4871751784258262,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,250000.0,133.3325,2000:10:8:5,T12,BASE:T12,49,0.0946123260338367,8.48162031173706,0.8280642057353272,1.4117167627239788,-0.2812695282973182,0.5109705628363451,-1.0638751026033906,0.906662852903617,0.3175805320209709,0.7079699845522578,0.4287573709423013
160,zro2_60_pass,11,21,zro2_60_pass:m011,slot_2,pass_main,T05,21,-1500.0,-18800.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,1,5,1.0,0.0,9.4616,0.6725,1.1021209481362473,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,250000.0,133.3325,500:10:8:5,T05,BASE:T05,65,0.065042535915185,9.461623668670654,0.6724766275644843,2.687425245666613,-0.3107548375241632,1.5045064236457322,0.7299780961986548,0.7199290861368496,0.529106012565758,0.2024351651765064,0.8044420682711433
161,zro2_60_pass,11,22,zro2_60_pass:m011,slot_1,pass_main,T05,22,-1500.0,-18400.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,2,5,1.0,0.0,17.772,0.5462,1.1021209481362473,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,500000.0,266.665,500:10:8:5,T05,BASE:T05,65,0.065042535915185,17.771986961364746,0.5462028958639663,1.280487393046402,-0.1572727872297372,0.7039944571700516,-0.9829254362997352,0.8205349159920327,0.4332499422431948,0.6353777736024186,0.5246343818674557
162,zro2_60_pass,12,23,zro2_60_pass:m012,slot_2,pass_main,T05,23,-1500.0,-18000.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,4,5,1.0,0.0,30.9608,1.9061,0.3687050543451622,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,1000000.0,533.33,500:10:8:5,T05,BASE:T05,22,0.5103204724854179,30.96079444885254,1.9060737479409817,-1.5057898723930696,-0.3653410610632664,-0.4621955065415298,-1.323898725165732,0.4118082086874167,0.7431830317351423,0.3241297964123386,0.7350121965067293
163,zro2_60_pass,12,24,zro2_60_pass:m012,slot_1,pass_main,T05,24,-1500.0,-17600.0,36140,500,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,3,5,1.0,0.0,25.3133,0.5229,0.3687050543451622,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,750000.0,399.99750000000006,500:10:8:5,T05,BASE:T05,22,0.5103204724854179,25.31327724456787,0.5229164547125157,0.7322810641455765,-1.0196527553436392,0.6444920506691145,-0.9066934627430144,0.7829337262209217,0.5337060876810991,0.7418941205171988,0.4090978994693909
164,zro2_60_pass,13,25,zro2_60_pass:m013,slot_1,pass_main,T14,25,-1900.0,-17600.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,10.0,3,20,1.0,0.0,11.0416,0.8539,1.031818931490603,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,2.0,150000.0,79.99950000000001,4000:10:10:20,T14,BASE:T14,50,0.0930207102690766,11.041552543640137,0.8538736724649331,1.4008016720901542,-1.5662458140815316,0.3684968262547267,-1.4197908320725725,0.9582380550196586,0.2978953473076548,0.7689221634365894,0.4360876796257776
165,zro2_60_pass,13,26,zro2_60_pass:m013,slot_2,pass_main,T14,26,-1900.0,-18000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,10.0,2,20,1.0,0.0,7.957,0.9876,1.031818931490603,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,2.0,100000.0,53.333,4000:10:10:20,T14,BASE:T14,50,0.0930207102690766,7.956956624984741,0.9876146045801187,1.55989888462234,-1.8451569596223183,0.4260400768995118,-0.594831939533045,0.9755310556113246,0.2891071456764625,0.8553957618475065,0.392619262423576
166,zro2_60_pass,14,27,zro2_60_pass:m014,slot_1,pass_main,T14,27,-1900.0,-18400.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,10.0,1,20,1.0,0.0,2.3888,1.3387,0.4391797089524638,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,2.0,50000.0,26.6665,4000:10:10:20,T14,BASE:T14,9,3.005845973997325,2.3887836933135986,1.3386709428656673,1.828978227291688,-1.1747991448331432,0.2810166668679553,0.1127970759845476,0.839874019631054,0.5735781124762749,0.2170067253088022,0.8174722980162139
